"species","value","id","Week"
"Hispus tadus",0.00261780104712042,"This year",1
"Hispus tadus",0,"This year",2
"Hispus tadus",0.00785340314136126,"This year",3
"Hispus tadus",0.00785340314136126,"This year",4
"Hispus tadus",0.0104712041884817,"This year",5
"Hispus tadus",0.0287958115183246,"This year",6
"Hispus tadus",0.0418848167539267,"This year",7
"Hispus tadus",0.0287958115183246,"This year",8
"Hispus tadus",0.0837696335078534,"This year",9
"Hispus tadus",0.12303664921466,"This year",10
"Hispus tadus",0.0994764397905759,"This year",11
"Hispus tadus",0.141361256544503,"This year",12
"Hispus tadus",0.212041884816754,"This year",13
"Hispus tadus",0.264397905759162,"This year",14
"Hispus tadus",0.295811518324607,"This year",15
"Hispus tadus",0.356020942408377,"This year",16
"Hispus tadus",0.361256544502618,"This year",17
"Hispus tadus",0.431937172774869,"This year",18
"Hispus tadus",0.575916230366492,"This year",19
"Hispus tadus",0.62303664921466,"This year",20
"Hispus tadus",0.633507853403141,"This year",21
"Hispus tadus",0.617801047120419,"This year",22
"Hispus tadus",0.725130890052356,"This year",23
"Hispus tadus",0.714659685863874,"This year",24
"Hispus tadus",0.819371727748691,"This year",25
"Hispus tadus",1,"This year",26
"Hispus tadus",0.767015706806283,"This year",27
"Hispus tadus",0.701570680628272,"This year",28
"Hispus tadus",0.795811518324607,"This year",29
"Hispus tadus",0.706806282722513,"This year",30
"Hispus tadus",0,"This year",31
"Hispus tadus",0,"This year",32
"Hispus tadus",0,"This year",33
"Hispus tadus",0,"This year",34
"Hispus tadus",0,"This year",35
"Hispus tadus",0,"This year",36
"Hispus tadus",0,"This year",37
"Hispus tadus",0,"This year",38
"Hispus tadus",0,"This year",39
"Hispus tadus",0,"This year",40
"Hispus tadus",0,"This year",41
"Hispus tadus",0,"This year",42
"Hispus tadus",0,"This year",43
"Hispus tadus",0,"This year",44
"Hispus tadus",0,"This year",45
"Hispus tadus",0,"This year",46
"Hispus tadus",0,"This year",47
"Hispus tadus",0,"This year",48
"Hispus tadus",0,"This year",49
"Hispus tadus",0,"This year",50
"Hispus tadus",0,"This year",51
"Hispus tadus",0,"This year",52
"Hispus tadus",0.0050761421319797,"Last year",1
"Hispus tadus",0.0050761421319797,"Last year",2
"Hispus tadus",0.00253807106598985,"Last year",3
"Hispus tadus",0.0050761421319797,"Last year",4
"Hispus tadus",0.0101522842639594,"Last year",5
"Hispus tadus",0.0152284263959391,"Last year",6
"Hispus tadus",0.0203045685279188,"Last year",7
"Hispus tadus",0.0456852791878173,"Last year",8
"Hispus tadus",0.050761421319797,"Last year",9
"Hispus tadus",0.0736040609137056,"Last year",10
"Hispus tadus",0.0761421319796954,"Last year",11
"Hispus tadus",0.116751269035533,"Last year",12
"Hispus tadus",0.131979695431472,"Last year",13
"Hispus tadus",0.197969543147208,"Last year",14
"Hispus tadus",0.208121827411168,"Last year",15
"Hispus tadus",0.230964467005076,"Last year",16
"Hispus tadus",0.307106598984772,"Last year",17
"Hispus tadus",0.368020304568528,"Last year",18
"Hispus tadus",0.50507614213198,"Last year",19
"Hispus tadus",0.441624365482233,"Last year",20
"Hispus tadus",0.616751269035533,"Last year",21
"Hispus tadus",0.695431472081218,"Last year",22
"Hispus tadus",0.631979695431472,"Last year",23
"Hispus tadus",0.794416243654822,"Last year",24
"Hispus tadus",0.804568527918782,"Last year",25
"Hispus tadus",0.791878172588833,"Last year",26
"Hispus tadus",1,"Last year",27
"Hispus tadus",0.857868020304569,"Last year",28
"Hispus tadus",0.692893401015228,"Last year",29
"Hispus tadus",0.725888324873096,"Last year",30
"Hispus tadus",0.639593908629442,"Last year",31
"Hispus tadus",0.66751269035533,"Last year",32
"Hispus tadus",0.609137055837564,"Last year",33
"Hispus tadus",0.446700507614213,"Last year",34
"Hispus tadus",0.362944162436548,"Last year",35
"Hispus tadus",0.530456852791878,"Last year",36
"Hispus tadus",0.304568527918782,"Last year",37
"Hispus tadus",0.347715736040609,"Last year",38
"Hispus tadus",0.17258883248731,"Last year",39
"Hispus tadus",0.187817258883249,"Last year",40
"Hispus tadus",0.131979695431472,"Last year",41
"Hispus tadus",0.114213197969543,"Last year",42
"Hispus tadus",0.0736040609137056,"Last year",43
"Hispus tadus",0.0583756345177665,"Last year",44
"Hispus tadus",0.0304568527918782,"Last year",45
"Hispus tadus",0.0482233502538071,"Last year",46
"Hispus tadus",0.00761421319796954,"Last year",47
"Hispus tadus",0.0304568527918782,"Last year",48
"Hispus tadus",0.0228426395939086,"Last year",49
"Hispus tadus",0,"Last year",50
"Hispus tadus",0.0050761421319797,"Last year",51
"Hispus tadus",0.00761421319796954,"Last year",52
"Hispus tadus",0.0020703933747412,"Historic",1
"Hispus tadus",0.0020703933747412,"Historic",2
"Hispus tadus",0.0041407867494824,"Historic",3
"Hispus tadus",0.0082815734989648,"Historic",4
"Hispus tadus",0.0062111801242236,"Historic",5
"Hispus tadus",0.010351966873706,"Historic",6
"Hispus tadus",0.020703933747412,"Historic",7
"Hispus tadus",0.0331262939958592,"Historic",8
"Hispus tadus",0.0434782608695652,"Historic",9
"Hispus tadus",0.072463768115942,"Historic",10
"Hispus tadus",0.10351966873706,"Historic",11
"Hispus tadus",0.111801242236025,"Historic",12
"Hispus tadus",0.151138716356108,"Historic",13
"Hispus tadus",0.194616977225673,"Historic",14
"Hispus tadus",0.271221532091097,"Historic",15
"Hispus tadus",0.260869565217391,"Historic",16
"Hispus tadus",0.351966873706004,"Historic",17
"Hispus tadus",0.407867494824017,"Historic",18
"Hispus tadus",0.530020703933747,"Historic",19
"Hispus tadus",0.530020703933747,"Historic",20
"Hispus tadus",0.679089026915114,"Historic",21
"Hispus tadus",0.710144927536232,"Historic",22
"Hispus tadus",0.695652173913043,"Historic",23
"Hispus tadus",0.832298136645963,"Historic",24
"Hispus tadus",0.859213250517598,"Historic",25
"Hispus tadus",0.925465838509317,"Historic",26
"Hispus tadus",1,"Historic",27
"Hispus tadus",0.915113871635611,"Historic",28
"Hispus tadus",0.786749482401656,"Historic",29
"Hispus tadus",0.782608695652174,"Historic",30
"Hispus tadus",0.749482401656315,"Historic",31
"Hispus tadus",0.703933747412008,"Historic",32
"Hispus tadus",0.641821946169772,"Historic",33
"Hispus tadus",0.509316770186335,"Historic",34
"Hispus tadus",0.455486542443064,"Historic",35
"Hispus tadus",0.507246376811594,"Historic",36
"Hispus tadus",0.360248447204969,"Historic",37
"Hispus tadus",0.364389233954451,"Historic",38
"Hispus tadus",0.20703933747412,"Historic",39
"Hispus tadus",0.200828157349896,"Historic",40
"Hispus tadus",0.161490683229814,"Historic",41
"Hispus tadus",0.124223602484472,"Historic",42
"Hispus tadus",0.0848861283643892,"Historic",43
"Hispus tadus",0.0496894409937888,"Historic",44
"Hispus tadus",0.0372670807453416,"Historic",45
"Hispus tadus",0.031055900621118,"Historic",46
"Hispus tadus",0.020703933747412,"Historic",47
"Hispus tadus",0.020703933747412,"Historic",48
"Hispus tadus",0.0144927536231884,"Historic",49
"Hispus tadus",0.0041407867494824,"Historic",50
"Hispus tadus",0.0062111801242236,"Historic",51
"Hispus tadus",0.0062111801242236,"Historic",52
"Gymnos tue",0.00255754475703325,"This year",1
"Gymnos tue",0.0051150895140665,"This year",2
"Gymnos tue",0,"This year",3
"Gymnos tue",0.0127877237851662,"This year",4
"Gymnos tue",0.0281329923273657,"This year",5
"Gymnos tue",0.0179028132992327,"This year",6
"Gymnos tue",0.020460358056266,"This year",7
"Gymnos tue",0.0281329923273657,"This year",8
"Gymnos tue",0.0588235294117647,"This year",9
"Gymnos tue",0.122762148337596,"This year",10
"Gymnos tue",0.0997442455242967,"This year",11
"Gymnos tue",0.156010230179028,"This year",12
"Gymnos tue",0.253196930946292,"This year",13
"Gymnos tue",0.245524296675192,"This year",14
"Gymnos tue",0.373401534526854,"This year",15
"Gymnos tue",0.360613810741688,"This year",16
"Gymnos tue",0.547314578005115,"This year",17
"Gymnos tue",0.521739130434783,"This year",18
"Gymnos tue",0.521739130434783,"This year",19
"Gymnos tue",0.721227621483376,"This year",20
"Gymnos tue",0.836317135549872,"This year",21
"Gymnos tue",0.928388746803069,"This year",22
"Gymnos tue",0.90537084398977,"This year",23
"Gymnos tue",1,"This year",24
"Gymnos tue",0.843989769820972,"This year",25
"Gymnos tue",0.744245524296675,"This year",26
"Gymnos tue",0.823529411764706,"This year",27
"Gymnos tue",0.777493606138107,"This year",28
"Gymnos tue",0.70076726342711,"This year",29
"Gymnos tue",0.685421994884911,"This year",30
"Gymnos tue",0,"This year",31
"Gymnos tue",0,"This year",32
"Gymnos tue",0,"This year",33
"Gymnos tue",0,"This year",34
"Gymnos tue",0,"This year",35
"Gymnos tue",0,"This year",36
"Gymnos tue",0,"This year",37
"Gymnos tue",0,"This year",38
"Gymnos tue",0,"This year",39
"Gymnos tue",0,"This year",40
"Gymnos tue",0,"This year",41
"Gymnos tue",0,"This year",42
"Gymnos tue",0,"This year",43
"Gymnos tue",0,"This year",44
"Gymnos tue",0,"This year",45
"Gymnos tue",0,"This year",46
"Gymnos tue",0,"This year",47
"Gymnos tue",0,"This year",48
"Gymnos tue",0,"This year",49
"Gymnos tue",0,"This year",50
"Gymnos tue",0,"This year",51
"Gymnos tue",0,"This year",52
"Gymnos tue",0.00544959128065395,"Last year",1
"Gymnos tue",0.00272479564032698,"Last year",2
"Gymnos tue",0.00817438692098093,"Last year",3
"Gymnos tue",0.00544959128065395,"Last year",4
"Gymnos tue",0.00817438692098093,"Last year",5
"Gymnos tue",0.0326975476839237,"Last year",6
"Gymnos tue",0.0217983651226158,"Last year",7
"Gymnos tue",0.0272479564032698,"Last year",8
"Gymnos tue",0.0844686648501362,"Last year",9
"Gymnos tue",0.0980926430517711,"Last year",10
"Gymnos tue",0.0844686648501362,"Last year",11
"Gymnos tue",0.174386920980926,"Last year",12
"Gymnos tue",0.283378746594005,"Last year",13
"Gymnos tue",0.294277929155313,"Last year",14
"Gymnos tue",0.343324250681199,"Last year",15
"Gymnos tue",0.354223433242507,"Last year",16
"Gymnos tue",0.528610354223433,"Last year",17
"Gymnos tue",0.64850136239782,"Last year",18
"Gymnos tue",0.55858310626703,"Last year",19
"Gymnos tue",0.795640326975477,"Last year",20
"Gymnos tue",0.926430517711172,"Last year",21
"Gymnos tue",0.997275204359673,"Last year",22
"Gymnos tue",0.931880108991826,"Last year",23
"Gymnos tue",1,"Last year",24
"Gymnos tue",0.893732970027248,"Last year",25
"Gymnos tue",0.847411444141689,"Last year",26
"Gymnos tue",0.899182561307902,"Last year",27
"Gymnos tue",0.844686648501362,"Last year",28
"Gymnos tue",0.82016348773842,"Last year",29
"Gymnos tue",0.667574931880109,"Last year",30
"Gymnos tue",0.64850136239782,"Last year",31
"Gymnos tue",0.615803814713896,"Last year",32
"Gymnos tue",0.354223433242507,"Last year",33
"Gymnos tue",0.384196185286104,"Last year",34
"Gymnos tue",0.247956403269755,"Last year",35
"Gymnos tue",0.247956403269755,"Last year",36
"Gymnos tue",0.166212534059946,"Last year",37
"Gymnos tue",0.133514986376022,"Last year",38
"Gymnos tue",0.128065395095368,"Last year",39
"Gymnos tue",0.0735694822888283,"Last year",40
"Gymnos tue",0.0708446866485014,"Last year",41
"Gymnos tue",0.0245231607629428,"Last year",42
"Gymnos tue",0.0217983651226158,"Last year",43
"Gymnos tue",0.0217983651226158,"Last year",44
"Gymnos tue",0.0136239782016349,"Last year",45
"Gymnos tue",0.00544959128065395,"Last year",46
"Gymnos tue",0,"Last year",47
"Gymnos tue",0,"Last year",48
"Gymnos tue",0,"Last year",49
"Gymnos tue",0,"Last year",50
"Gymnos tue",0,"Last year",51
"Gymnos tue",0.00272479564032698,"Last year",52
"Gymnos tue",0.00177304964539007,"Historic",1
"Gymnos tue",0,"Historic",2
"Gymnos tue",0,"Historic",3
"Gymnos tue",0,"Historic",4
"Gymnos tue",0,"Historic",5
"Gymnos tue",0,"Historic",6
"Gymnos tue",0.00177304964539007,"Historic",7
"Gymnos tue",0.00177304964539007,"Historic",8
"Gymnos tue",0.00531914893617021,"Historic",9
"Gymnos tue",0.0106382978723404,"Historic",10
"Gymnos tue",0.0195035460992908,"Historic",11
"Gymnos tue",0.0212765957446809,"Historic",12
"Gymnos tue",0.0230496453900709,"Historic",13
"Gymnos tue",0.0514184397163121,"Historic",14
"Gymnos tue",0.0815602836879433,"Historic",15
"Gymnos tue",0.0886524822695035,"Historic",16
"Gymnos tue",0.150709219858156,"Historic",17
"Gymnos tue",0.226950354609929,"Historic",18
"Gymnos tue",0.308510638297872,"Historic",19
"Gymnos tue",0.368794326241135,"Historic",20
"Gymnos tue",0.478723404255319,"Historic",21
"Gymnos tue",0.560283687943262,"Historic",22
"Gymnos tue",0.579787234042553,"Historic",23
"Gymnos tue",0.75709219858156,"Historic",24
"Gymnos tue",0.861702127659574,"Historic",25
"Gymnos tue",0.927304964539007,"Historic",26
"Gymnos tue",0.936170212765957,"Historic",27
"Gymnos tue",1,"Historic",28
"Gymnos tue",0.865248226950355,"Historic",29
"Gymnos tue",0.867021276595745,"Historic",30
"Gymnos tue",0.907801418439716,"Historic",31
"Gymnos tue",0.774822695035461,"Historic",32
"Gymnos tue",0.702127659574468,"Historic",33
"Gymnos tue",0.624113475177305,"Historic",34
"Gymnos tue",0.48936170212766,"Historic",35
"Gymnos tue",0.443262411347518,"Historic",36
"Gymnos tue",0.25531914893617,"Historic",37
"Gymnos tue",0.230496453900709,"Historic",38
"Gymnos tue",0.171985815602837,"Historic",39
"Gymnos tue",0.117021276595745,"Historic",40
"Gymnos tue",0.106382978723404,"Historic",41
"Gymnos tue",0.0514184397163121,"Historic",42
"Gymnos tue",0.0514184397163121,"Historic",43
"Gymnos tue",0.0265957446808511,"Historic",44
"Gymnos tue",0.0124113475177305,"Historic",45
"Gymnos tue",0.0141843971631206,"Historic",46
"Gymnos tue",0.00531914893617021,"Historic",47
"Gymnos tue",0.00177304964539007,"Historic",48
"Gymnos tue",0,"Historic",49
"Gymnos tue",0,"Historic",50
"Gymnos tue",0,"Historic",51
"Gymnos tue",0.00354609929078014,"Historic",52
"Platctis ferrus",0.0028735632183908,"This year",1
"Platctis ferrus",0.0431034482758621,"This year",2
"Platctis ferrus",0.0114942528735632,"This year",3
"Platctis ferrus",0.0258620689655172,"This year",4
"Platctis ferrus",0.0229885057471264,"This year",5
"Platctis ferrus",0.0344827586206897,"This year",6
"Platctis ferrus",0.0545977011494253,"This year",7
"Platctis ferrus",0.0747126436781609,"This year",8
"Platctis ferrus",0.114942528735632,"This year",9
"Platctis ferrus",0.172413793103448,"This year",10
"Platctis ferrus",0.218390804597701,"This year",11
"Platctis ferrus",0.235632183908046,"This year",12
"Platctis ferrus",0.379310344827586,"This year",13
"Platctis ferrus",0.362068965517241,"This year",14
"Platctis ferrus",0.46551724137931,"This year",15
"Platctis ferrus",0.577586206896552,"This year",16
"Platctis ferrus",0.620689655172414,"This year",17
"Platctis ferrus",0.649425287356322,"This year",18
"Platctis ferrus",0.718390804597701,"This year",19
"Platctis ferrus",0.876436781609195,"This year",20
"Platctis ferrus",0.818965517241379,"This year",21
"Platctis ferrus",0.936781609195402,"This year",22
"Platctis ferrus",1,"This year",23
"Platctis ferrus",0.902298850574713,"This year",24
"Platctis ferrus",0.936781609195402,"This year",25
"Platctis ferrus",0.96551724137931,"This year",26
"Platctis ferrus",0.830459770114943,"This year",27
"Platctis ferrus",0.795977011494253,"This year",28
"Platctis ferrus",0.706896551724138,"This year",29
"Platctis ferrus",0.591954022988506,"This year",30
"Platctis ferrus",0,"This year",31
"Platctis ferrus",0,"This year",32
"Platctis ferrus",0,"This year",33
"Platctis ferrus",0,"This year",34
"Platctis ferrus",0,"This year",35
"Platctis ferrus",0,"This year",36
"Platctis ferrus",0,"This year",37
"Platctis ferrus",0,"This year",38
"Platctis ferrus",0,"This year",39
"Platctis ferrus",0,"This year",40
"Platctis ferrus",0,"This year",41
"Platctis ferrus",0,"This year",42
"Platctis ferrus",0,"This year",43
"Platctis ferrus",0,"This year",44
"Platctis ferrus",0,"This year",45
"Platctis ferrus",0,"This year",46
"Platctis ferrus",0,"This year",47
"Platctis ferrus",0,"This year",48
"Platctis ferrus",0,"This year",49
"Platctis ferrus",0,"This year",50
"Platctis ferrus",0,"This year",51
"Platctis ferrus",0,"This year",52
"Platctis ferrus",0.0139664804469274,"Last year",1
"Platctis ferrus",0.00558659217877095,"Last year",2
"Platctis ferrus",0.0307262569832402,"Last year",3
"Platctis ferrus",0.00837988826815642,"Last year",4
"Platctis ferrus",0.0251396648044693,"Last year",5
"Platctis ferrus",0.0335195530726257,"Last year",6
"Platctis ferrus",0.053072625698324,"Last year",7
"Platctis ferrus",0.0949720670391061,"Last year",8
"Platctis ferrus",0.120111731843575,"Last year",9
"Platctis ferrus",0.173184357541899,"Last year",10
"Platctis ferrus",0.184357541899441,"Last year",11
"Platctis ferrus",0.26536312849162,"Last year",12
"Platctis ferrus",0.237430167597765,"Last year",13
"Platctis ferrus",0.346368715083799,"Last year",14
"Platctis ferrus",0.446927374301676,"Last year",15
"Platctis ferrus",0.43854748603352,"Last year",16
"Platctis ferrus",0.589385474860335,"Last year",17
"Platctis ferrus",0.670391061452514,"Last year",18
"Platctis ferrus",0.874301675977654,"Last year",19
"Platctis ferrus",0.804469273743017,"Last year",20
"Platctis ferrus",0.807262569832402,"Last year",21
"Platctis ferrus",0.918994413407821,"Last year",22
"Platctis ferrus",0.849162011173184,"Last year",23
"Platctis ferrus",1,"Last year",24
"Platctis ferrus",0.946927374301676,"Last year",25
"Platctis ferrus",0.863128491620112,"Last year",26
"Platctis ferrus",0.810055865921788,"Last year",27
"Platctis ferrus",0.840782122905028,"Last year",28
"Platctis ferrus",0.737430167597765,"Last year",29
"Platctis ferrus",0.564245810055866,"Last year",30
"Platctis ferrus",0.553072625698324,"Last year",31
"Platctis ferrus",0.455307262569832,"Last year",32
"Platctis ferrus",0.391061452513966,"Last year",33
"Platctis ferrus",0.365921787709497,"Last year",34
"Platctis ferrus",0.326815642458101,"Last year",35
"Platctis ferrus",0.212290502793296,"Last year",36
"Platctis ferrus",0.198324022346369,"Last year",37
"Platctis ferrus",0.181564245810056,"Last year",38
"Platctis ferrus",0.100558659217877,"Last year",39
"Platctis ferrus",0.0754189944134078,"Last year",40
"Platctis ferrus",0.0363128491620112,"Last year",41
"Platctis ferrus",0.0391061452513966,"Last year",42
"Platctis ferrus",0.0335195530726257,"Last year",43
"Platctis ferrus",0.0111731843575419,"Last year",44
"Platctis ferrus",0.00837988826815642,"Last year",45
"Platctis ferrus",0.0111731843575419,"Last year",46
"Platctis ferrus",0,"Last year",47
"Platctis ferrus",0,"Last year",48
"Platctis ferrus",0,"Last year",49
"Platctis ferrus",0,"Last year",50
"Platctis ferrus",0,"Last year",51
"Platctis ferrus",0.00558659217877095,"Last year",52
"Platctis ferrus",0.00421052631578947,"Historic",1
"Platctis ferrus",0.00421052631578947,"Historic",2
"Platctis ferrus",0.0315789473684211,"Historic",3
"Platctis ferrus",0.00631578947368421,"Historic",4
"Platctis ferrus",0.0210526315789474,"Historic",5
"Platctis ferrus",0.04,"Historic",6
"Platctis ferrus",0.0357894736842105,"Historic",7
"Platctis ferrus",0.0694736842105263,"Historic",8
"Platctis ferrus",0.134736842105263,"Historic",9
"Platctis ferrus",0.130526315789474,"Historic",10
"Platctis ferrus",0.172631578947368,"Historic",11
"Platctis ferrus",0.216842105263158,"Historic",12
"Platctis ferrus",0.305263157894737,"Historic",13
"Platctis ferrus",0.347368421052632,"Historic",14
"Platctis ferrus",0.446315789473684,"Historic",15
"Platctis ferrus",0.484210526315789,"Historic",16
"Platctis ferrus",0.650526315789474,"Historic",17
"Platctis ferrus",0.713684210526316,"Historic",18
"Platctis ferrus",0.8,"Historic",19
"Platctis ferrus",0.818947368421053,"Historic",20
"Platctis ferrus",0.888421052631579,"Historic",21
"Platctis ferrus",0.873684210526316,"Historic",22
"Platctis ferrus",0.947368421052632,"Historic",23
"Platctis ferrus",1,"Historic",24
"Platctis ferrus",0.997894736842105,"Historic",25
"Platctis ferrus",0.938947368421053,"Historic",26
"Platctis ferrus",0.802105263157895,"Historic",27
"Platctis ferrus",0.804210526315789,"Historic",28
"Platctis ferrus",0.711578947368421,"Historic",29
"Platctis ferrus",0.633684210526316,"Historic",30
"Platctis ferrus",0.587368421052632,"Historic",31
"Platctis ferrus",0.446315789473684,"Historic",32
"Platctis ferrus",0.402105263157895,"Historic",33
"Platctis ferrus",0.336842105263158,"Historic",34
"Platctis ferrus",0.271578947368421,"Historic",35
"Platctis ferrus",0.195789473684211,"Historic",36
"Platctis ferrus",0.166315789473684,"Historic",37
"Platctis ferrus",0.141052631578947,"Historic",38
"Platctis ferrus",0.0884210526315789,"Historic",39
"Platctis ferrus",0.0589473684210526,"Historic",40
"Platctis ferrus",0.0357894736842105,"Historic",41
"Platctis ferrus",0.0336842105263158,"Historic",42
"Platctis ferrus",0.0189473684210526,"Historic",43
"Platctis ferrus",0.0105263157894737,"Historic",44
"Platctis ferrus",0.00842105263157895,"Historic",45
"Platctis ferrus",0,"Historic",46
"Platctis ferrus",0,"Historic",47
"Platctis ferrus",0.00210526315789474,"Historic",48
"Platctis ferrus",0,"Historic",49
"Platctis ferrus",0,"Historic",50
"Platctis ferrus",0.00210526315789474,"Historic",51
"Platctis ferrus",0.00421052631578947,"Historic",52
"Brydrom septus",0.0101522842639594,"This year",1
"Brydrom septus",0.0050761421319797,"This year",2
"Brydrom septus",0,"This year",3
"Brydrom septus",0.00761421319796954,"This year",4
"Brydrom septus",0.00761421319796954,"This year",5
"Brydrom septus",0.0152284263959391,"This year",6
"Brydrom septus",0.0152284263959391,"This year",7
"Brydrom septus",0.0279187817258883,"This year",8
"Brydrom septus",0.0532994923857868,"This year",9
"Brydrom septus",0.126903553299492,"This year",10
"Brydrom septus",0.0558375634517767,"This year",11
"Brydrom septus",0.152284263959391,"This year",12
"Brydrom septus",0.134517766497462,"This year",13
"Brydrom septus",0.241116751269036,"This year",14
