"species","value","id","Week"
"Brydrom septus",0.246192893401015,"This year",15
"Brydrom septus",0.33756345177665,"This year",16
"Brydrom septus",0.388324873096447,"This year",17
"Brydrom septus",0.444162436548223,"This year",18
"Brydrom septus",0.66751269035533,"This year",19
"Brydrom septus",0.685279187817259,"This year",20
"Brydrom septus",0.769035532994924,"This year",21
"Brydrom septus",0.83502538071066,"This year",22
"Brydrom septus",0.901015228426396,"This year",23
"Brydrom septus",0.860406091370558,"This year",24
"Brydrom septus",1,"This year",25
"Brydrom septus",0.865482233502538,"This year",26
"Brydrom septus",0.898477157360406,"This year",27
"Brydrom septus",0.763959390862944,"This year",28
"Brydrom septus",0.682741116751269,"This year",29
"Brydrom septus",0.685279187817259,"This year",30
"Brydrom septus",0,"This year",31
"Brydrom septus",0,"This year",32
"Brydrom septus",0,"This year",33
"Brydrom septus",0,"This year",34
"Brydrom septus",0,"This year",35
"Brydrom septus",0,"This year",36
"Brydrom septus",0,"This year",37
"Brydrom septus",0,"This year",38
"Brydrom septus",0,"This year",39
"Brydrom septus",0,"This year",40
"Brydrom septus",0,"This year",41
"Brydrom septus",0,"This year",42
"Brydrom septus",0,"This year",43
"Brydrom septus",0,"This year",44
"Brydrom septus",0,"This year",45
"Brydrom septus",0,"This year",46
"Brydrom septus",0,"This year",47
"Brydrom septus",0,"This year",48
"Brydrom septus",0,"This year",49
"Brydrom septus",0,"This year",50
"Brydrom septus",0,"This year",51
"Brydrom septus",0,"This year",52
"Brydrom septus",0.0254777070063694,"Last year",1
"Brydrom septus",0.0127388535031847,"Last year",2
"Brydrom septus",0.0318471337579618,"Last year",3
"Brydrom septus",0.0382165605095541,"Last year",4
"Brydrom septus",0.0318471337579618,"Last year",5
"Brydrom septus",0.0477707006369427,"Last year",6
"Brydrom septus",0.0987261146496815,"Last year",7
"Brydrom septus",0.0732484076433121,"Last year",8
"Brydrom septus",0.143312101910828,"Last year",9
"Brydrom septus",0.200636942675159,"Last year",10
"Brydrom septus",0.184713375796178,"Last year",11
"Brydrom septus",0.171974522292994,"Last year",12
"Brydrom septus",0.270700636942675,"Last year",13
"Brydrom septus",0.213375796178344,"Last year",14
"Brydrom septus",0.359872611464968,"Last year",15
"Brydrom septus",0.394904458598726,"Last year",16
"Brydrom septus",0.662420382165605,"Last year",17
"Brydrom septus",0.643312101910828,"Last year",18
"Brydrom septus",0.595541401273885,"Last year",19
"Brydrom septus",0.67515923566879,"Last year",20
"Brydrom septus",0.831210191082803,"Last year",21
"Brydrom septus",0.920382165605096,"Last year",22
"Brydrom septus",0.93312101910828,"Last year",23
"Brydrom septus",0.939490445859873,"Last year",24
"Brydrom septus",0.93312101910828,"Last year",25
"Brydrom septus",0.885350318471338,"Last year",26
"Brydrom septus",0.929936305732484,"Last year",27
"Brydrom septus",0.898089171974522,"Last year",28
"Brydrom septus",1,"Last year",29
"Brydrom septus",0.936305732484076,"Last year",30
"Brydrom septus",0.726114649681529,"Last year",31
"Brydrom septus",0.764331210191083,"Last year",32
"Brydrom septus",0.592356687898089,"Last year",33
"Brydrom septus",0.582802547770701,"Last year",34
"Brydrom septus",0.461783439490446,"Last year",35
"Brydrom septus",0.426751592356688,"Last year",36
"Brydrom septus",0.334394904458599,"Last year",37
"Brydrom septus",0.248407643312102,"Last year",38
"Brydrom septus",0.200636942675159,"Last year",39
"Brydrom septus",0.146496815286624,"Last year",40
"Brydrom septus",0.130573248407643,"Last year",41
"Brydrom septus",0.10828025477707,"Last year",42
"Brydrom septus",0.117834394904459,"Last year",43
"Brydrom septus",0.0764331210191083,"Last year",44
"Brydrom septus",0.0318471337579618,"Last year",45
"Brydrom septus",0.0286624203821656,"Last year",46
"Brydrom septus",0.0127388535031847,"Last year",47
"Brydrom septus",0.0127388535031847,"Last year",48
"Brydrom septus",0.00636942675159236,"Last year",49
"Brydrom septus",0.00318471337579618,"Last year",50
"Brydrom septus",0,"Last year",51
"Brydrom septus",0.0127388535031847,"Last year",52
"Brydrom septus",0.00199203187250996,"Historic",1
"Brydrom septus",0.00199203187250996,"Historic",2
"Brydrom septus",0,"Historic",3
"Brydrom septus",0.0099601593625498,"Historic",4
"Brydrom septus",0.00796812749003984,"Historic",5
"Brydrom septus",0.0219123505976096,"Historic",6
"Brydrom septus",0.0338645418326693,"Historic",7
"Brydrom septus",0.0398406374501992,"Historic",8
"Brydrom septus",0.0458167330677291,"Historic",9
"Brydrom septus",0.107569721115538,"Historic",10
"Brydrom septus",0.0956175298804781,"Historic",11
"Brydrom septus",0.153386454183267,"Historic",12
"Brydrom septus",0.169322709163347,"Historic",13
"Brydrom septus",0.223107569721116,"Historic",14
"Brydrom septus",0.268924302788845,"Historic",15
"Brydrom septus",0.346613545816733,"Historic",16
"Brydrom septus",0.432270916334661,"Historic",17
"Brydrom septus",0.52191235059761,"Historic",18
"Brydrom septus",0.669322709163347,"Historic",19
"Brydrom septus",0.637450199203187,"Historic",20
"Brydrom septus",0.731075697211155,"Historic",21
"Brydrom septus",0.892430278884462,"Historic",22
"Brydrom septus",0.916334661354582,"Historic",23
"Brydrom septus",0.892430278884462,"Historic",24
"Brydrom septus",1,"Historic",25
"Brydrom septus",0.888446215139442,"Historic",26
"Brydrom septus",0.940239043824701,"Historic",27
"Brydrom septus",0.852589641434263,"Historic",28
"Brydrom septus",0.802788844621514,"Historic",29
"Brydrom septus",0.697211155378486,"Historic",30
"Brydrom septus",0.685258964143426,"Historic",31
"Brydrom septus",0.573705179282869,"Historic",32
"Brydrom septus",0.472111553784861,"Historic",33
"Brydrom septus",0.444223107569721,"Historic",34
"Brydrom septus",0.316733067729084,"Historic",35
"Brydrom septus",0.276892430278884,"Historic",36
"Brydrom septus",0.195219123505976,"Historic",37
"Brydrom septus",0.147410358565737,"Historic",38
"Brydrom septus",0.139442231075697,"Historic",39
"Brydrom septus",0.0756972111553785,"Historic",40
"Brydrom septus",0.0836653386454183,"Historic",41
"Brydrom septus",0.051792828685259,"Historic",42
"Brydrom septus",0.0219123505976096,"Historic",43
"Brydrom septus",0.0219123505976096,"Historic",44
"Brydrom septus",0.0139442231075697,"Historic",45
"Brydrom septus",0.00199203187250996,"Historic",46
"Brydrom septus",0.00398406374501992,"Historic",47
"Brydrom septus",0.00398406374501992,"Historic",48
"Brydrom septus",0,"Historic",49
"Brydrom septus",0.00199203187250996,"Historic",50
"Brydrom septus",0,"Historic",51
"Brydrom septus",0.00199203187250996,"Historic",52
"Vises juniperus",0.00267379679144385,"This year",1
"Vises juniperus",0,"This year",2
"Vises juniperus",0,"This year",3
"Vises juniperus",0.00267379679144385,"This year",4
"Vises juniperus",0.0160427807486631,"This year",5
"Vises juniperus",0.00802139037433155,"This year",6
"Vises juniperus",0.0160427807486631,"This year",7
"Vises juniperus",0.0160427807486631,"This year",8
"Vises juniperus",0.0320855614973262,"This year",9
"Vises juniperus",0.0320855614973262,"This year",10
"Vises juniperus",0.0561497326203209,"This year",11
"Vises juniperus",0.136363636363636,"This year",12
"Vises juniperus",0.18716577540107,"This year",13
"Vises juniperus",0.20855614973262,"This year",14
"Vises juniperus",0.280748663101604,"This year",15
"Vises juniperus",0.374331550802139,"This year",16
"Vises juniperus",0.46524064171123,"This year",17
"Vises juniperus",0.561497326203209,"This year",18
"Vises juniperus",0.614973262032086,"This year",19
"Vises juniperus",0.70855614973262,"This year",20
"Vises juniperus",0.729946524064171,"This year",21
"Vises juniperus",0.943850267379679,"This year",22
"Vises juniperus",0.989304812834225,"This year",23
"Vises juniperus",0.898395721925134,"This year",24
"Vises juniperus",0.770053475935829,"This year",25
"Vises juniperus",0.935828877005348,"This year",26
"Vises juniperus",1,"This year",27
"Vises juniperus",0.909090909090909,"This year",28
"Vises juniperus",0.879679144385027,"This year",29
"Vises juniperus",0.719251336898396,"This year",30
"Vises juniperus",0,"This year",31
"Vises juniperus",0,"This year",32
"Vises juniperus",0,"This year",33
"Vises juniperus",0,"This year",34
"Vises juniperus",0,"This year",35
"Vises juniperus",0,"This year",36
"Vises juniperus",0,"This year",37
"Vises juniperus",0,"This year",38
"Vises juniperus",0,"This year",39
"Vises juniperus",0,"This year",40
"Vises juniperus",0,"This year",41
"Vises juniperus",0,"This year",42
"Vises juniperus",0,"This year",43
"Vises juniperus",0,"This year",44
"Vises juniperus",0,"This year",45
"Vises juniperus",0,"This year",46
"Vises juniperus",0,"This year",47
"Vises juniperus",0,"This year",48
"Vises juniperus",0,"This year",49
"Vises juniperus",0,"This year",50
"Vises juniperus",0,"This year",51
"Vises juniperus",0,"This year",52
"Vises juniperus",0.00253807106598985,"Last year",1
"Vises juniperus",0,"Last year",2
"Vises juniperus",0,"Last year",3
"Vises juniperus",0.0050761421319797,"Last year",4
"Vises juniperus",0.00253807106598985,"Last year",5
"Vises juniperus",0.0177664974619289,"Last year",6
"Vises juniperus",0.0101522842639594,"Last year",7
"Vises juniperus",0.0177664974619289,"Last year",8
"Vises juniperus",0.0177664974619289,"Last year",9
"Vises juniperus",0.0279187817258883,"Last year",10
"Vises juniperus",0.0532994923857868,"Last year",11
"Vises juniperus",0.109137055837563,"Last year",12
"Vises juniperus",0.134517766497462,"Last year",13
"Vises juniperus",0.180203045685279,"Last year",14
"Vises juniperus",0.271573604060914,"Last year",15
"Vises juniperus",0.373096446700508,"Last year",16
"Vises juniperus",0.451776649746193,"Last year",17
"Vises juniperus",0.510152284263959,"Last year",18
"Vises juniperus",0.543147208121827,"Last year",19
"Vises juniperus",0.578680203045685,"Last year",20
"Vises juniperus",0.743654822335025,"Last year",21
"Vises juniperus",0.814720812182741,"Last year",22
"Vises juniperus",0.789340101522843,"Last year",23
"Vises juniperus",0.989847715736041,"Last year",24
"Vises juniperus",0.774111675126904,"Last year",25
"Vises juniperus",0.974619289340102,"Last year",26
"Vises juniperus",1,"Last year",27
"Vises juniperus",0.870558375634518,"Last year",28
"Vises juniperus",0.890862944162436,"Last year",29
"Vises juniperus",0.774111675126904,"Last year",30
"Vises juniperus",0.690355329949239,"Last year",31
"Vises juniperus",0.604060913705584,"Last year",32
"Vises juniperus",0.474619289340102,"Last year",33
"Vises juniperus",0.370558375634518,"Last year",34
"Vises juniperus",0.319796954314721,"Last year",35
"Vises juniperus",0.261421319796954,"Last year",36
"Vises juniperus",0.187817258883249,"Last year",37
"Vises juniperus",0.119289340101523,"Last year",38
"Vises juniperus",0.119289340101523,"Last year",39
"Vises juniperus",0.0406091370558376,"Last year",40
"Vises juniperus",0.0355329949238579,"Last year",41
"Vises juniperus",0.0203045685279188,"Last year",42
"Vises juniperus",0.0152284263959391,"Last year",43
"Vises juniperus",0.0152284263959391,"Last year",44
"Vises juniperus",0.0101522842639594,"Last year",45
"Vises juniperus",0.0050761421319797,"Last year",46
"Vises juniperus",0.0050761421319797,"Last year",47
"Vises juniperus",0.00253807106598985,"Last year",48
"Vises juniperus",0,"Last year",49
"Vises juniperus",0,"Last year",50
"Vises juniperus",0,"Last year",51
"Vises juniperus",0.00253807106598985,"Last year",52
"Vises juniperus",0.00204081632653061,"Historic",1
"Vises juniperus",0,"Historic",2
"Vises juniperus",0,"Historic",3
"Vises juniperus",0.00408163265306122,"Historic",4
"Vises juniperus",0.00816326530612245,"Historic",5
"Vises juniperus",0.0163265306122449,"Historic",6
"Vises juniperus",0.0122448979591837,"Historic",7
"Vises juniperus",0.0285714285714286,"Historic",8
"Vises juniperus",0.0346938775510204,"Historic",9
"Vises juniperus",0.0469387755102041,"Historic",10
"Vises juniperus",0.063265306122449,"Historic",11
"Vises juniperus",0.128571428571429,"Historic",12
"Vises juniperus",0.177551020408163,"Historic",13
"Vises juniperus",0.208163265306122,"Historic",14
"Vises juniperus",0.255102040816327,"Historic",15
"Vises juniperus",0.369387755102041,"Historic",16
"Vises juniperus",0.463265306122449,"Historic",17
"Vises juniperus",0.522448979591837,"Historic",18
"Vises juniperus",0.624489795918367,"Historic",19
"Vises juniperus",0.710204081632653,"Historic",20
"Vises juniperus",0.802040816326531,"Historic",21
"Vises juniperus",0.887755102040816,"Historic",22
"Vises juniperus",0.926530612244898,"Historic",23
"Vises juniperus",0.951020408163265,"Historic",24
"Vises juniperus",0.873469387755102,"Historic",25
"Vises juniperus",0.963265306122449,"Historic",26
"Vises juniperus",1,"Historic",27
"Vises juniperus",0.944897959183673,"Historic",28
"Vises juniperus",0.877551020408163,"Historic",29
"Vises juniperus",0.795918367346939,"Historic",30
"Vises juniperus",0.73469387755102,"Historic",31
"Vises juniperus",0.610204081632653,"Historic",32
"Vises juniperus",0.530612244897959,"Historic",33
"Vises juniperus",0.436734693877551,"Historic",34
"Vises juniperus",0.344897959183673,"Historic",35
"Vises juniperus",0.26530612244898,"Historic",36
"Vises juniperus",0.23469387755102,"Historic",37
"Vises juniperus",0.161224489795918,"Historic",38
"Vises juniperus",0.116326530612245,"Historic",39
"Vises juniperus",0.063265306122449,"Historic",40
"Vises juniperus",0.0489795918367347,"Historic",41
"Vises juniperus",0.0285714285714286,"Historic",42
"Vises juniperus",0.0142857142857143,"Historic",43
"Vises juniperus",0.0122448979591837,"Historic",44
"Vises juniperus",0.0122448979591837,"Historic",45
"Vises juniperus",0.00408163265306122,"Historic",46
"Vises juniperus",0.00612244897959184,"Historic",47
"Vises juniperus",0.00204081632653061,"Historic",48
"Vises juniperus",0,"Historic",49
"Vises juniperus",0,"Historic",50
"Vises juniperus",0,"Historic",51
"Vises juniperus",0.00204081632653061,"Historic",52
"Sensoi largiensus",0.00251889168765743,"This year",1
"Sensoi largiensus",0,"This year",2
"Sensoi largiensus",0.00251889168765743,"This year",3
"Sensoi largiensus",0.00755667506297229,"This year",4
"Sensoi largiensus",0,"This year",5
"Sensoi largiensus",0.00251889168765743,"This year",6
"Sensoi largiensus",0.0125944584382872,"This year",7
"Sensoi largiensus",0.0100755667506297,"This year",8
"Sensoi largiensus",0.0251889168765743,"This year",9
"Sensoi largiensus",0.0377833753148615,"This year",10
"Sensoi largiensus",0.0377833753148615,"This year",11
"Sensoi largiensus",0.0503778337531486,"This year",12
"Sensoi largiensus",0.0931989924433249,"This year",13
"Sensoi largiensus",0.10831234256927,"This year",14
"Sensoi largiensus",0.18639798488665,"This year",15
"Sensoi largiensus",0.241813602015113,"This year",16
"Sensoi largiensus",0.244332493702771,"This year",17
"Sensoi largiensus",0.418136020151133,"This year",18
"Sensoi largiensus",0.390428211586902,"This year",19
"Sensoi largiensus",0.496221662468514,"This year",20
"Sensoi largiensus",0.722921914357683,"This year",21
"Sensoi largiensus",0.73551637279597,"This year",22
"Sensoi largiensus",0.692695214105793,"This year",23
"Sensoi largiensus",0.90176322418136,"This year",24
"Sensoi largiensus",0.861460957178841,"This year",25
"Sensoi largiensus",1,"This year",26
"Sensoi largiensus",0.881612090680101,"This year",27
"Sensoi largiensus",1,"This year",28
"Sensoi largiensus",0.808564231738035,"This year",29
"Sensoi largiensus",0.856423173803526,"This year",30
"Sensoi largiensus",0,"This year",31
"Sensoi largiensus",0,"This year",32
"Sensoi largiensus",0,"This year",33
"Sensoi largiensus",0,"This year",34
"Sensoi largiensus",0,"This year",35
"Sensoi largiensus",0,"This year",36
"Sensoi largiensus",0,"This year",37
"Sensoi largiensus",0,"This year",38
"Sensoi largiensus",0,"This year",39
"Sensoi largiensus",0,"This year",40
"Sensoi largiensus",0,"This year",41
"Sensoi largiensus",0,"This year",42
"Sensoi largiensus",0,"This year",43
"Sensoi largiensus",0,"This year",44
"Sensoi largiensus",0,"This year",45
"Sensoi largiensus",0,"This year",46
"Sensoi largiensus",0,"This year",47
"Sensoi largiensus",0,"This year",48
"Sensoi largiensus",0,"This year",49
"Sensoi largiensus",0,"This year",50
"Sensoi largiensus",0,"This year",51
"Sensoi largiensus",0,"This year",52
"Sensoi largiensus",0.00755667506297229,"Last year",1
"Sensoi largiensus",0.00251889168765743,"Last year",2
"Sensoi largiensus",0.00251889168765743,"Last year",3
"Sensoi largiensus",0.0125944584382872,"Last year",4
"Sensoi largiensus",0,"Last year",5
"Sensoi largiensus",0.00755667506297229,"Last year",6
"Sensoi largiensus",0.0151133501259446,"Last year",7
"Sensoi largiensus",0.0201511335012594,"Last year",8
"Sensoi largiensus",0.0327455919395466,"Last year",9
"Sensoi largiensus",0.0226700251889169,"Last year",10
"Sensoi largiensus",0.0377833753148615,"Last year",11
"Sensoi largiensus",0.0881612090680101,"Last year",12
"Sensoi largiensus",0.0957178841309824,"Last year",13
"Sensoi largiensus",0.125944584382872,"Last year",14
"Sensoi largiensus",0.16624685138539,"Last year",15
"Sensoi largiensus",0.234256926952141,"Last year",16
"Sensoi largiensus",0.246851385390428,"Last year",17
"Sensoi largiensus",0.418136020151133,"Last year",18
"Sensoi largiensus",0.382871536523929,"Last year",19
"Sensoi largiensus",0.551637279596977,"Last year",20
"Sensoi largiensus",0.649874055415617,"Last year",21
"Sensoi largiensus",0.687657430730479,"Last year",22
"Sensoi largiensus",0.793450881612091,"Last year",23
"Sensoi largiensus",0.891687657430731,"Last year",24
"Sensoi largiensus",0.889168765743073,"Last year",25
"Sensoi largiensus",0.92191435768262,"Last year",26
"Sensoi largiensus",0.964735516372796,"Last year",27
"Sensoi largiensus",1,"Last year",28
"Sensoi largiensus",0.889168765743073,"Last year",29
"Sensoi largiensus",0.828715365239295,"Last year",30
"Sensoi largiensus",0.685138539042821,"Last year",31
"Sensoi largiensus",0.639798488664987,"Last year",32
"Sensoi largiensus",0.576826196473552,"Last year",33
"Sensoi largiensus",0.566750629722922,"Last year",34
"Sensoi largiensus",0.385390428211587,"Last year",35
"Sensoi largiensus",0.261964735516373,"Last year",36
"Sensoi largiensus",0.289672544080605,"Last year",37
"Sensoi largiensus",0.244332493702771,"Last year",38
"Sensoi largiensus",0.158690176322418,"Last year",39
"Sensoi largiensus",0.0906801007556675,"Last year",40
"Sensoi largiensus",0.0982367758186398,"Last year",41
"Sensoi largiensus",0.0579345088161209,"Last year",42
"Sensoi largiensus",0.0201511335012594,"Last year",43
"Sensoi largiensus",0.0100755667506297,"Last year",44
"Sensoi largiensus",0.0125944584382872,"Last year",45
"Sensoi largiensus",0.0100755667506297,"Last year",46
"Sensoi largiensus",0,"Last year",47
"Sensoi largiensus",0.00503778337531486,"Last year",48
"Sensoi largiensus",0,"Last year",49
"Sensoi largiensus",0.00251889168765743,"Last year",50
"Sensoi largiensus",0.00251889168765743,"Last year",51
"Sensoi largiensus",0.00755667506297229,"Last year",52
"Sensoi largiensus",0.0019723865877712,"Historic",1
"Sensoi largiensus",0.0019723865877712,"Historic",2
"Sensoi largiensus",0.00591715976331361,"Historic",3
"Sensoi largiensus",0.00394477317554241,"Historic",4
"Sensoi largiensus",0,"Historic",5
"Sensoi largiensus",0.00591715976331361,"Historic",6
"Sensoi largiensus",0.0157790927021696,"Historic",7
"Sensoi largiensus",0.0157790927021696,"Historic",8
"Sensoi largiensus",0.029585798816568,"Historic",9
"Sensoi largiensus",0.0276134122287968,"Historic",10
"Sensoi largiensus",0.029585798816568,"Historic",11
"Sensoi largiensus",0.0710059171597633,"Historic",12
"Sensoi largiensus",0.106508875739645,"Historic",13
"Sensoi largiensus",0.118343195266272,"Historic",14
"Sensoi largiensus",0.177514792899408,"Historic",15
"Sensoi largiensus",0.266272189349112,"Historic",16
"Sensoi largiensus",0.272189349112426,"Historic",17
"Sensoi largiensus",0.428007889546351,"Historic",18
"Sensoi largiensus",0.451676528599605,"Historic",19
"Sensoi largiensus",0.500986193293886,"Historic",20
"Sensoi largiensus",0.715976331360947,"Historic",21
"Sensoi largiensus",0.773175542406312,"Historic",22
"Sensoi largiensus",0.785009861932939,"Historic",23
"Sensoi largiensus",0.968441814595661,"Historic",24
"Sensoi largiensus",0.899408284023669,"Historic",25
"Sensoi largiensus",1,"Historic",26
"Sensoi largiensus",0.988165680473373,"Historic",27
"Sensoi largiensus",0.982248520710059,"Historic",28
"Sensoi largiensus",0.923076923076923,"Historic",29
"Sensoi largiensus",0.871794871794872,"Historic",30
"Sensoi largiensus",0.763313609467456,"Historic",31
"Sensoi largiensus",0.725838264299803,"Historic",32
"Sensoi largiensus",0.601577909270217,"Historic",33
"Sensoi largiensus",0.532544378698225,"Historic",34
"Sensoi largiensus",0.431952662721893,"Historic",35
"Sensoi largiensus",0.270216962524655,"Historic",36
"Sensoi largiensus",0.305719921104536,"Historic",37
"Sensoi largiensus",0.238658777120316,"Historic",38
"Sensoi largiensus",0.155818540433925,"Historic",39
"Sensoi largiensus",0.106508875739645,"Historic",40
"Sensoi largiensus",0.0710059171597633,"Historic",41
"Sensoi largiensus",0.0512820512820513,"Historic",42
"Sensoi largiensus",0.029585798816568,"Historic",43
"Sensoi largiensus",0.00986193293885602,"Historic",44
"Sensoi largiensus",0.0177514792899408,"Historic",45
"Sensoi largiensus",0.00986193293885602,"Historic",46
"Sensoi largiensus",0.00394477317554241,"Historic",47
"Sensoi largiensus",0.00788954635108481,"Historic",48
"Sensoi largiensus",0,"Historic",49
"Sensoi largiensus",0.0019723865877712,"Historic",50
"Sensoi largiensus",0.0019723865877712,"Historic",51
"Sensoi largiensus",0.00394477317554241,"Historic",52
